Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Floresta Nativa,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32280,47","42522,15",10494,9770,70,70,"353,1714286","356,3333333","3,161904762","113,4043055",0,0
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","42522,15",9941,9770,82,70,"363,9671945","356,3333333","7,633861184","356,7728349",12,"32682,65155"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"349871,4","414922,68",10286,9771,79,70,"349,4587459","348,3156627","1,143083224","2141,627351",9,"22032,52467"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"31340,99","414922,68",10296,9771,79,70,"352,7380952","348,3156627","4,422432587","782,8567632",9,"31159,18135"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"39368,89","414922,68",10271,9771,79,70,"354,5777778","348,3156627","6,262115127","597,5900836",9,"33679,60112"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"476756,5","414922,68",10436,9771,79,70,"356,2748691","348,3156627","7,959206459","551,7203208",9,"39521,30347"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"264631,98","414922,68",10499,9771,20,70,"338,5772727","348,3156627","9,738389924","1356,036357",50,"660280,5398"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"28543,98","414922,68",10299,9771,79,70,"358,6969697","348,3156627","10,38130705","422,1368066",9,"39440,98625"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","414922,68",9941,9771,82,70,"363,9671945","348,3156627","15,65153187","3474,537715",12,"652582,0531"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","414922,68",10595,9771,82,70,"384,7726229","348,3156627","36,4569602","462,7938912",12,"202464,7017"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"65674,01","934895,96",10270,9772,52,55,"336,41","331,9438717","4,466128293","2130,049358",-3,"-28539,22111"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"57883,17","934895,96",10289,9772,52,55,"339,7638889","331,9438717","7,820017182","524,4769258",-3,"-12304,25571"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"28138,45","934895,96",10302,9772,69,55,"317,7","331,9438717","14,24387171","1286,535865",-14,"-256553,5252"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35714,9","934895,96",10301,9772,52,55,"346,74","331,9438717","14,79612829","451,4055924",-3,"-20037,16517"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"29912,26","934895,96",10298,9772,52,55,"316,5","331,9438717","15,44387171","792,1413157",3,"36701,18656"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"114642,05","934895,96",10277,9772,52,55,"314,7173913","331,9438717","17,2264804","441,8505601",3,"22834,59004"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"70702,86","934895,96",10303,9772,52,55,"353,3981481","331,9438717","21,45427644","1231,217555",-3,"-79244,64533"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","934895,96",9941,9772,82,55,"363,9671945","331,9438717","32,02332281","9327,845295",27,"8065132,227"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"25345,37","934895,96",10295,9772,52,55,"365,7419355","331,9438717","33,79806378","439,2241482",-3,"-44534,77732"
Várzea,Floresta Nativa,Mariluz,Alto Piquiri,"384744,31","934895,96",363352,9772,20,55,"295,669708","331,9438717","36,27416368","3432,358626",35,"4357707,851"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"397367,98","934895,96",10283,9772,79,55,"369,9422383","331,9438717","37,99836656","1161,620713",24,"1059352,551"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"45767,42","934895,96",10290,9772,52,55,"388,2586207","331,9438717","56,31474898","424,1125024",-3,"-71651,36733"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","869,51",9941,9773,82,70,"363,9671945",317,"46,96719452","93,90505117",12,"52925,48166"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2394227,05","25284,38",10427,9774,79,70,"349,1554622","369,6129032","20,45744104","893,349163",-9,"-164480,7405"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"382906,64","1960074,08",10425,9775,79,70,"332,7815789","393,2800752","-60,49849624","867,5067179",-9,"472345,6672"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"31190,9","1960074,08",10293,9775,52,70,"386,5283019","393,2800752","6,751773301","975,7079504",18,"118579,66"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","1960074,08",9941,9775,82,70,"363,9671945","393,2800752","29,31288067","10923,77355",-12,"-3842487,245"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"112171,45","1960074,08",10424,9775,52,70,"351,3934426","393,2800752","41,88663256","774,2156482",18,"583727,1549"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"482323,98","1960074,08",10099,9775,82,70,"337,3550136","393,2800752","55,92506164","119,0493426",-12,"-79894,10184"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1488432,92","23691,35",10101,9776,82,70,"383,1501272","372,3055556","10,84457167","643,0626416",12,"83684,86686"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","347511,78",10595,9777,82,70,"384,7726229","371,8615385","12,91108439","1250,775814",12,"193786,4651"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1639339,3","236655,64",10435,9779,79,70,"394,9291965","431,9071038","36,97790732","208,1873669",-9,"-69284,99844"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","236655,64",10595,9779,82,70,"384,7726229","431,9071038","47,13448097","2071,026929",-12,"-1171401,353"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"382906,64","67854,62",10425,9780,79,70,"332,7815789","318,5714286","14,21015038","2017,482199",9,"258018,5288"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","67854,62",9941,9780,82,70,"363,9671945","318,5714286","45,39576595","361,4038068",12,"196874,4315"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"48242,89","12768,36",10237,9782,79,70,"335,5192308","337,9583333","2,439102564","267,6281945",-9,"-5874,953539"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","12768,36",10595,9782,82,70,"384,7726229","337,9583333","46,81428952","324,9706276",12,"182559,2286"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","419102,18",10595,9783,82,70,"384,7726229","353,9784689","30,79415395","3650,815158",12,"1349085,168"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"20209058,41","120286,02",10098,9784,82,70,"367,7258836","354,8148148","12,9110688","1364,919748",12,"211470,8733"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"299658,65","15480,16",10306,9785,79,70,"344,7034221","346,0909091","1,387487038","101,8311903",-9,"-1271,60511"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1457692,49","15480,16",10497,9785,20,70,"320,5253036","346,0909091","25,56560545","25,59555541",50,"32718,29354"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","15480,16",10595,9785,82,70,"384,7726229","346,0909091","38,68171376","338,6946317",12,"157215,4656"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1457692,49","65337,74",10497,9786,20,70,"320,5253036",332,"11,47469636","354,9003044",50,"203618,6615"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"20209058,41","65337,74",10098,9786,82,70,"367,7258836",332,"35,72588361","2507,505006",12,"1074993,984"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1457692,49","75217,56",10497,9787,20,70,"320,5253036","321,4444444","0,9191408","1541,756197",50,"70854,5512"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"10637,62","75217,56",10304,9787,79,70,"322,4705882","321,4444444","1,026143791","208,9342526",9,"1929,569274"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"83137,76","75217,56",10500,9787,20,70,"326,2823529","321,4444444","4,837908497","110,362602",-50,"-26696,2085"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"20209058,41","75217,56",10098,9787,82,70,"367,7258836","321,4444444","46,28143917","1443,510334",12,"801692,8287"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1457692,49","271696,65",10497,9791,20,70,"320,5253036","318,2401575","2,285146164","1388,518791",-50,"-158648,4194"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"58394,02","271696,65",10091,9791,82,70,"315,8070175","318,2401575","2,433139936","895,5853233",-12,"-26149,013"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2482,93","271696,65",10262,9791,52,70,321,"318,2401575","2,75984252","127,211163",-18,"-6319,489982"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1598,68","271696,65",10280,9791,52,70,"324,5","318,2401575","6,25984252","119,0855779",-18,"-13418,22535"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"185,23","271696,65",10275,9791,52,70,328,"318,2401575","9,75984252","44,34040852",-18,"-7789,597279"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"4792,7","271696,65",10263,9791,52,70,"328,2222222","318,2401575","9,982064742","235,2961402",-18,"-42277,3435"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"104468,77","271696,65",10490,9791,20,70,"340,1652893","318,2401575","21,92513178","103,8960961",-50,"-113896,7799"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"20209058,41","271696,65",10098,9791,82,70,"367,7258836","318,2401575","49,48572613","2665,924126",12,"1583102,294"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"30889,58",9505,9793,82,30,"352,2107826","352,125","0,085782575","1158,725317",52,"5168,718955"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"84229,67","30889,58",10212,9793,52,30,"345,5178571","352,125","6,607142857","115,7491899",-22,"-16824,97153"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"27805,29","30889,58",10310,9793,52,30,"365,25","352,125","13,125","263,3190403",22,"76033,37288"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"55014,06","15580,76",10577,9795,20,30,"277,7787611","284,375","6,596238938","191,0647101",10,"12603,08481"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"124128,48","15580,76",10214,9795,52,30,"299,6689189","284,375","15,29391892","188,0363293",22,"63267,87224"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"15580,76",9505,9795,82,30,"352,2107826","284,375","67,83578257","286,0936678",52,"1009184,168"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"29474,55",9505,9796,82,30,"352,2107826","406,7352941","54,52451154","694,6644101",-52,"-1969564,358"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"38619,37",9505,9797,82,70,"352,2107826","347,2826087","4,928173879","1244,200326",12,"73579,62659"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"259465,54",9505,9798,82,70,"352,2107826","353,8888889","1,678106314","2894,171631",-12,"-58280,73226"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15538,99","259465,54",10313,9798,79,70,"359,0526316","353,8888889","5,16374269","287,8546816",9,"13377,66757"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"469243,87","259465,54",9962,9798,73,70,"347,740038","353,8888889","6,148850938","2960,894927",-3,"-54618,30464"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"63639,25","259465,54",10211,9798,79,70,"332,4117647","353,8888889","21,47712418","195,4925082",-9,"-37787,55187"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1671036,78","259465,54",10217,9798,79,70,"390,6583541","353,8888889","36,76946523","795,7640888",9,"263338,3799"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"10333,97","287724,56",10588,9799,60,30,405,"401,721519","3,278481013","111,358128",30,"10952,56525"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"287724,56",9505,9799,82,30,"352,2107826","401,721519","49,51073641","2648,496613",-52,"-6818708,92"
Várzea,Floresta Nativa,Mariluz,Alto Piquiri,"3426451,62","2243831,65",363322,9800,20,55,"268,2680965","296,6035479","28,33545134","7770,560485",35,"7706381,848"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"2243831,65",9505,9800,82,55,"352,2107826","296,6035479","55,60723472","20646,20785",27,"30998120,2"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"12550,81",9505,9802,82,30,"352,2107826","358,5294118","6,31862919","656,7084237",-52,"-215773,8448"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"13263,13","12550,81",10312,9802,52,30,"365,8333333","358,5294118","7,303921568","81,08628295",22,"13029,45272"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"124128,48","47669,56",10214,9803,52,30,"299,6689189","306,4868421","6,817923186","919,0878868",-22,"-137857,9535"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"47669,56",9505,9803,82,30,"352,2107826","306,4868421","45,72394047","2055,841126",52,"4888060,177"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"43207,46",9505,9804,82,55,"352,2107826","393,3","41,08921743","960,449989",27,"1065531,737"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"18746,87","79433,36",10311,9805,52,30,"335,3902439","330,1946903","5,195553637","572,9212308",22,"65486,14566"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"79433,36",9505,9805,82,30,"352,2107826","330,1946903","22,01609231","624,3029265",52,"714724,9647"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"124128,48","79433,36",10214,9805,52,30,"299,6689189","330,1946903","30,52577135","814,3400064",-22,"-546883,8503"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,117000000,"45344,02",9505,9806,82,30,"352,2107826","347,244898","4,965884616","1446,137043",52,"373430,1842"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"316405,64","144,2",10319,9809,79,70,"326,9449541",326,"0,944954128","23,13650384",9,"196,7664133"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","144,2",10149,9809,82,70,"339,485872",326,"13,48587204","7,349461242",12,"1189,366726"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"133232,71","10754,72",10559,9810,20,70,"374,3650794",376,"1,634920635","296,3666738",50,"24226,79953"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","10754,72",9941,9810,82,70,"363,9671945",376,"12,03280548","215,5380345",-12,"-31122,32692"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"844104,72","17633,01",10441,9811,79,70,"362,9895969","364,5","1,510403121","206,8463779",-9,"-2811,792733"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","17633,01",10152,9811,82,70,"360,3640605","364,5","4,135939525","283,8595147",-12,"-14088,30944"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"78296,95","17633,01",10561,9811,20,70,"355,8083333","364,5","8,691666667","311,6596066",50,"135442,0707"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"584438,11","17633,01",10102,9811,82,70,"354,6094003","364,5","9,890599676","93,33260706",-12,"-11077,38544"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"241443,92","13250,75",10510,9812,20,30,"310,8880309","309,7741935","1,11383734","322,8276784",-10,"-3595,775226"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"316405,64","13250,75",10319,9812,79,30,"326,9449541","309,7741935","17,17076058","636,5143385",49,"535542,3303"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"108271,29","118515,77",10073,9814,73,70,"366,8333333","379,4135338","12,5802005","753,6384949",-3,"-28442,77012"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"515878,08","118515,77",10324,9814,79,70,"355,8398268","379,4135338","23,57370699","360,6229975",-9,"-76510,98791"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3160730,48","118515,77",10163,9814,82,70,"351,7435233","379,4135338","27,67001052","185,6159765",-12,"-61631,95228"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","118515,77",10149,9814,82,70,"339,485872","379,4135338","39,9276618","640,993148",-12,"-307120,2915"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","24308,19",10149,9815,82,70,"339,485872","338,9183673","0,567504689","240,7517541",12,"1639,532992"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"515878,08","24308,19",10324,9815,79,70,"355,8398268","338,9183673","16,92145949","787,5375145",9,"119936,5574"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"241443,92","24308,19",10510,9815,20,70,"310,8880309","338,9183673","28,03033646","190,9650142",50,"267640,68"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","14539,07",10149,9816,82,70,"339,485872","346,4545455","6,968673419","346,3966343",-12,"-28967,10022"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"316405,64","14539,07",10319,9816,79,70,"326,9449541","346,4545455","19,50959133","153,9866591",-9,"-27037,9511"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"844104,72","53791,38",10441,9817,79,70,"362,9895969","387,4035088","24,41391189","180,7621337",-9,"-39717,99725"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","53791,38",10152,9817,82,70,"360,3640605","387,4035088","27,0394483","802,4233752",-12,"-260365,0244"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","31122,94",9941,9820,82,70,"363,9671945",320,"43,96719452","234,8385035",12,"123902,282"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"261068,16","15763,45",10320,9822,52,30,"378,5375723","391,8823529","13,34478069","253,4228052",-22,"-74401,17865"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","15763,45",9941,9822,82,30,"363,9671945","391,8823529","27,91515842","223,751396",-52,"-324794,8946"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"232487,65","10747,82",10529,9823,20,30,"363,5838926",339,"24,58389262","75,3242761",-10,"-18517,63915"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","10747,82",9941,9823,82,30,"363,9671945",339,"24,96719452","453,0017811",52,"588129,5464"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"9737704,11","10678,04",10433,9824,79,70,"388,9450379","354,0526316","34,89240635","761,1636718",9,"239029,4892"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"27498,19","143283,99",10017,9825,73,70,"384,525","384,6607143","0,135714286","397,1112686",-3,"-161,6810169"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"25381,64","143283,99",10005,9825,73,70,"382,9375","384,6607143","1,723214286","871,3217127",-3,"-4504,422069"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"9737704,11","143283,99",10433,9825,79,70,"388,9450379","384,6607143","4,284323646","1455,349538",9,"56116,69596"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"43392,81","143283,99",10011,9825,36,70,"394,147541","384,6607143","9,486826698","480,6986431",-34,"-155050,3605"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"133232,71","143283,99",10559,9825,20,70,"374,3650794","384,6607143","10,29563492","118,5002649",50,"61001,77327"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","143283,99",9941,9825,82,70,"363,9671945","384,6607143","20,69351977","47,58762193",-12,"-11817,06474"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"36872326,19","143283,99",10169,9825,82,70,"406,8659667","384,6607143","22,20525245","175,964683",12,"46888,08251"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"570025,68","143283,99",10414,9825,52,70,"409,4038462","384,6607143","24,74313187","257,2811792",-18,"-114586,9586"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"9737704,11","33870,25",10433,9827,79,30,"388,9450379","383,9714286","4,973609361","548,8823973",49,"133766,4048"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1584965,55","33870,25",10155,9827,82,30,"389,5267925","383,9714286","5,555363882","169,5066064",52,"48966,88571"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"89311,37","33870,25",10004,9827,73,30,"395,7272727","383,9714286","11,75584416","564,9522999",43,"285584,1213"
