"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Floresta Nativa","Mariluz","6346433,73","363456","363697","55","52","334,4338583","332,3636364","2,070221904","427,1941047","3","2653,159778"
"Pastagem/Campo","Mariluz","12867,73","363697","363697","55","52","334,4338583","332,3636364","2,070221904","427,1941047","3","2653,159778"
"Agricultura Anual","Mariluz","102600000","364078","363697","82","52","378,4341431","332,3636364","46,0705067","282,7052173","30","390731,1782"
"Pastagem/Campo","Mariluz","12867,73","363697","363697","82","52","378,4341431","332,3636364","46,0705067","282,7052173","30","390731,1782"
"Agricultura Anual","Mariluz","102600000","364078","363698","82","52","378,4341431","393,1621622","14,72801909","847,7852561","-30","-374585,9232"
"Pastagem/Campo","Mariluz","31508,18","363698","363698","82","52","378,4341431","393,1621622","14,72801909","847,7852561","-30","-374585,9232"
"Agricultura Anual","Mariluz","102600000","364078","363699","82","52","378,4341431","375,75","2,684143068","437,0253952","30","35191,16055"
"Pastagem/Campo","Mariluz","12515,12","363699","363699","82","52","378,4341431","375,75","2,684143068","437,0253952","30","35191,16055"
"Agricultura Anual","Mariluz","3493463,2","363244","363700","82","79","359,7826087","356,7869159","2,995692808","3956,416209","3","35556,62275"
"Pastagem/Campo","Mariluz","577850,08","363700","363700","82","79","359,7826087","356,7869159","2,995692808","3956,416209","3","35556,62275"
"Várzea","Mariluz","151157,86","363972","363700","20","79","334,6884422","356,7869159","22,09847368","1971,365621","59","2570286,106"
"Pastagem/Campo","Mariluz","577850,08","363700","363700","20","79","334,6884422","356,7869159","22,09847368","1971,365621","59","2570286,106"
"Várzea","Mariluz","211643,41","363969","363701","20","52","355,32","369,8958333","14,57583333","94,8879631","32","44258,27633"
"Pastagem/Campo","Mariluz","36595,09","363701","363701","20","52","355,32","369,8958333","14,57583333","94,8879631","32","44258,27633"
"Agricultura Anual","Mariluz","13639763,23","364074","363701","74","52","401,4221704","369,8958333","31,52633709","436,3496868","22","302643,1609"
"Pastagem/Campo","Mariluz","36595,09","363701","363701","74","52","401,4221704","369,8958333","31,52633709","436,3496868","22","302643,1609"
"Floresta Nativa","Mariluz","6346433,73","363456","363702","55","69","334,4338583","361,4246575","26,99079927","529,7114181","14","200162,6838"
"Pastagem/Campo","Mariluz","70545,12","363702","363702","55","69","334,4338583","361,4246575","26,99079927","529,7114181","14","200162,6838"
"Agricultura Anual","Mariluz","13639763,23","364074","363702","74","69","401,4221704","361,4246575","39,99751289","661,241059","5","132239,9889"
"Pastagem/Campo","Mariluz","70545,12","363702","363702","74","69","401,4221704","361,4246575","39,99751289","661,241059","5","132239,9889"
"Floresta Nativa","Mariluz","6346433,73","363456","363704","55","69","334,4338583","354,5238095","20,08995126","195,5242617","14","54993,02041"
"Pastagem/Campo","Mariluz","22997,93","363704","363704","55","69","334,4338583","354,5238095","20,08995126","195,5242617","14","54993,02041"
"Floresta Nativa","Mariluz","4741979,16","363539","363705","70","79","369,3089872","341,2666667","28,04232057","833,2670101","-9","-210300,6656"
"Pastagem/Campo","Mariluz","29642,77","363705","363705","70","79","369,3089872","341,2666667","28,04232057","833,2670101","-9","-210300,6656"
"Floresta Nativa","Mariluz","4741979,16","363539","363706","70","79","369,3089872","359,9810606","9,327926633","2605,940416","-9","-218772,1891"
"Pastagem/Campo","Mariluz","954722,43","363706","363706","70","79","369,3089872","359,9810606","9,327926633","2605,940416","-9","-218772,1891"
"Agricultura Anual","Mariluz","102600000","364078","363708","82","52","378,4341431","382,7037037","4,269560636","565,194784","-30","-72394,00205"
"Pastagem/Campo","Mariluz","20092,61","363708","363708","82","52","378,4341431","382,7037037","4,269560636","565,194784","-30","-72394,00205"
"Floresta Nativa","Mariluz","903045,83","363538","363709","70","52","368,2514286","384,7159091","16,46448052","118,0678095","-18","-34990,6527"
"Pastagem/Campo","Mariluz","97469,22","363709","363709","70","52","368,2514286","384,7159091","16,46448052","118,0678095","-18","-34990,6527"
"Agricultura Anual","Mariluz","36472,82","364056","363710","60","52","380,1041667","378,1188119","1,985354786","342,2336799","8","5435,642195"
"Pastagem/Campo","Mariluz","97832,2","363710","363710","60","52","380,1041667","378,1188119","1,985354786","342,2336799","8","5435,642195"
"Plantios Florestais","Mariluz","13488,5","363893","363710","36","52","368,9375","378,1188119","9,181311881","158,5483188","16","23290,90501"
"Pastagem/Campo","Mariluz","97832,2","363710","363710","36","52","368,9375","378,1188119","9,181311881","158,5483188","16","23290,90501"
"Floresta Nativa","Mariluz","903045,83","363538","363710","70","52","368,2514286","378,1188119","9,86738331","723,1976029","-18","-128449,2232"
"Pastagem/Campo","Mariluz","97832,2","363710","363710","70","52","368,2514286","378,1188119","9,86738331","723,1976029","-18","-128449,2232"
"Floresta Nativa","Mariluz","903045,83","363538","363710","70","52","368,2514286","378,1188119","9,86738331","723,1976029","-18","-128449,2232"
"Pastagem/Campo","Mariluz","97832,2","363710","363710","70","52","368,2514286","378,1188119","9,86738331","723,1976029","-18","-128449,2232"
"Agricultura Anual","Mariluz","28001,66","364057","363710","60","52","397,9333333","378,1188119","19,81452145","34,79745839","8","5515,959885"
"Pastagem/Campo","Mariluz","97832,2","363710","363710","60","52","397,9333333","378,1188119","19,81452145","34,79745839","8","5515,959885"
"Floresta Nativa","Mariluz","4741979,16","363539","363711","70","69","369,3089872","350,3333333","18,97565391","786,0792363","1","14916,36753"
"Pastagem/Campo","Mariluz","39219,15","363711","363711","70","69","369,3089872","350,3333333","18,97565391","786,0792363","1","14916,36753"
"Floresta Nativa","Mariluz","903045,83","363538","363712","70","52","368,2514286","381","12,74857143","140,0224179","-18","-32131,54434"
"Pastagem/Campo","Mariluz","33457,15","363712","363712","70","52","368,2514286","381","12,74857143","140,0224179","-18","-32131,54434"
"Floresta Nativa","Mariluz","4741979,16","363539","363713","70","52","369,3089872","337,62","31,68898724","1110,664498","18","633524,9959"
"Pastagem/Campo","Mariluz","32340,27","363713","363713","70","52","369,3089872","337,62","31,68898724","1110,664498","18","633524,9959"
"Agricultura Anual","Mariluz","102600000","364078","363713","82","52","378,4341431","337,62","40,81414307","1041,656998","30","1275430,132"
"Pastagem/Campo","Mariluz","32340,27","363713","363713","82","52","378,4341431","337,62","40,81414307","1041,656998","30","1275430,132"
"Agricultura Anual","Mariluz","102600000","364078","363714","82","52","378,4341431","413,4807692","35,04662616","1398,203367","-30","-1470069,321"
"Pastagem/Campo","Mariluz","73286,59","363714","363714","82","52","378,4341431","413,4807692","35,04662616","1398,203367","-30","-1470069,321"
"Floresta Nativa","Mariluz","5237978,98","363482","363715","70","52","393,9911571","361,9541985","32,03695868","1027,57357","18","592565,976"
"Pastagem/Campo","Mariluz","143400,35","363715","363715","70","52","393,9911571","361,9541985","32,03695868","1027,57357","18","592565,976"
"Floresta Nativa","Mariluz","903045,83","363538","363716","70","69","368,2514286","383,8471564","15,59572783","2013,440103","-1","-31401,06384"
"Pastagem/Campo","Mariluz","1344916,64","363716","363716","70","69","368,2514286","383,8471564","15,59572783","2013,440103","-1","-31401,06384"
"Agricultura Anual","Mariluz","13639763,23","364074","363716","74","69","401,4221704","383,8471564","17,57501402","4682,159623","5","411445,1052"
"Pastagem/Campo","Mariluz","1344916,64","363716","363716","74","69","401,4221704","383,8471564","17,57501402","4682,159623","5","411445,1052"
"Várzea","Mariluz","85598,92","363993","363717","20","52","406,6105263","424,3","17,68947368","304,2850281","32","172244,5439"
"Pastagem/Campo","Mariluz","52062,54","363717","363717","20","52","406,6105263","424,3","17,68947368","304,2850281","32","172244,5439"
"Agricultura Anual","Mariluz","102600000","364078","363718","82","52","378,4341431","396,5454545","18,11131148","505,3503783","-30","-274576,7432"
"Pastagem/Campo","Mariluz","16179,22","363718","363718","82","52","378,4341431","396,5454545","18,11131148","505,3503783","-30","-274576,7432"
"Agricultura Anual","Mariluz","102600000","364078","363719","82","79","378,4341431","384","5,565856932","674,0929534","-3","-11255,71481"
"Pastagem/Campo","Mariluz","23270,29","363719","363719","82","79","378,4341431","384","5,565856932","674,0929534","-3","-11255,71481"
"Floresta Nativa","Mariluz","1162071,14","363366","363720","70","69","326,4653349","317,7302905","8,735044444","1446,449353","1","12634,79938"
"Pastagem/Campo","Mariluz","563707,46","363720","363720","70","69","326,4653349","317,7302905","8,735044444","1446,449353","1","12634,79938"
"Agricultura Anual","Mariluz","102600000","364078","363720","82","69","378,4341431","317,7302905","60,70385261","2622,515085","13","2069558"
"Pastagem/Campo","Mariluz","563707,46","363720","363720","82","69","378,4341431","317,7302905","60,70385261","2622,515085","13","2069558"
"Agricultura Anual","Mariluz","102600000","364078","363720","82","69","378,4341431","317,7302905","60,70385261","2622,515085","13","2069558"
"Pastagem/Campo","Mariluz","563707,46","363720","363720","82","69","378,4341431","317,7302905","60,70385261","2622,515085","13","2069558"
"Agricultura Anual","Mariluz","102600000","364078","363722","82","79","378,4341431","377,5714286","0,862714497","866,2036143","3","2241,859246"
"Pastagem/Campo","Mariluz","33957,05","363722","363722","82","79","378,4341431","377,5714286","0,862714497","866,2036143","3","2241,859246"
"Várzea","Mariluz","283856,53","364053","363722","20","79","374,5552326","377,5714286","3,016196013","370,4370647","59","65921,33705"
"Pastagem/Campo","Mariluz","33957,05","363722","363722","20","79","374,5552326","377,5714286","3,016196013","370,4370647","59","65921,33705"
"Agricultura Anual","Mariluz","102600000","364078","363723","82","79","378,4341431","400,4516129","22,01746984","425,7197228","-3","-28119,81346"
"Pastagem/Campo","Mariluz","15216,87","363723","363723","82","79","378,4341431","400,4516129","22,01746984","425,7197228","-3","-28119,81346"
"Agricultura Anual","Mariluz","102600000","364078","363724","82","79","378,4341431","402,9857143","24,55157122","1268,168822","-3","-93406,61145"
"Pastagem/Campo","Mariluz","46388,04","363724","363724","82","79","378,4341431","402,9857143","24,55157122","1268,168822","-3","-93406,61145"
"Plantios Florestais","Mariluz","14632,11","363915","363725","73","79","411,04","401,7727273","9,267272727","78,05226074","-6","-4339,989523"
"Pastagem/Campo","Mariluz","116006,99","363725","363725","73","79","411,04","401,7727273","9,267272727","78,05226074","-6","-4339,989523"
"Plantios Florestais","Mariluz","34480,39","363918","363726","73","79","408,2407407","418,959596","10,71885522","132,4087687","6","8515,622527"
"Pastagem/Campo","Mariluz","84905,31","363726","363726","73","79","408,2407407","418,959596","10,71885522","132,4087687","6","8515,622527"
"Agricultura Anual","Mariluz","102600000","364078","363726","82","79","378,4341431","418,959596","40,52545289","1093,579579","3","132953,4232"
"Pastagem/Campo","Mariluz","84905,31","363726","363726","82","79","378,4341431","418,959596","40,52545289","1093,579579","3","132953,4232"
"Várzea","Mariluz","283856,53","364053","363727","20","79","374,5552326","371,9791667","2,576065891","398,9959046","-59","-60642,54468"
"Pastagem/Campo","Mariluz","23676,32","363727","363727","20","79","374,5552326","371,9791667","2,576065891","398,9959046","-59","-60642,54468"
"Agricultura Anual","Mariluz","102600000","364078","363727","82","79","378,4341431","371,9791667","6,454976401","1098,601527","3","21274,34079"
"Pastagem/Campo","Mariluz","23676,32","363727","363727","82","79","378,4341431","371,9791667","6,454976401","1098,601527","3","21274,34079"
"Agricultura Anual","Mariluz","102600000","364078","363728","82","79","378,4341431","406,7540984","28,31995529","1030,152073","-3","-87521,58192"
"Pastagem/Campo","Mariluz","34663,88","363728","363728","82","79","378,4341431","406,7540984","28,31995529","1030,152073","-3","-87521,58192"
"Várzea","Mariluz","1132871,09","363984","363731","20","79","366,037422","383,6791045","17,64168244","218,4743652","59","227401,067"
"Pastagem/Campo","Mariluz","128678,2","363731","363731","20","79","366,037422","383,6791045","17,64168244","218,4743652","59","227401,067"
"Agricultura Anual","Mariluz","102600000","364078","363732","82","79","378,4341431","382,5816327","4,147489585","1640,88858","-3","-20416,70489"
"Pastagem/Campo","Mariluz","83350,1","363732","363732","82","79","378,4341431","382,5816327","4,147489585","1640,88858","-3","-20416,70489"
"Várzea","Mariluz","1132871,09","363984","363732","20","79","366,037422","382,5816327","16,54421062","304,1041571","59","296838,6303"
"Pastagem/Campo","Mariluz","83350,1","363732","363732","20","79","366,037422","382,5816327","16,54421062","304,1041571","59","296838,6303"
"Agricultura Anual","Mariluz","102600000","364078","363733","82","79","378,4341431","369,5172414","8,916901689","828,24913","3","22156,2482"
"Pastagem/Campo","Mariluz","38971,09","363733","363733","82","79","378,4341431","369,5172414","8,916901689","828,24913","3","22156,2482"
"Várzea","Mariluz","431814,14","363985","363734","20","52","328,9648094","345,9428571","16,97804776","135,8902761","32","73828,85113"
"Pastagem/Campo","Mariluz","32695,11","363734","363734","20","52","328,9648094","345,9428571","16,97804776","135,8902761","32","73828,85113"
"Agricultura Anual","Mariluz","102600000","364078","363734","82","52","378,4341431","345,9428571","32,49128593","631,2070791","30","615261,8905"
"Pastagem/Campo","Mariluz","32695,11","363734","363734","82","52","378,4341431","345,9428571","32,49128593","631,2070791","30","615261,8905"
"Floresta Nativa","Mariluz","220585,33","363977","363736","70","69","395,9","402,1925466","6,292546584","1240,354562","-1","-7804,988863"
"Pastagem/Campo","Mariluz","166676,11","363736","363736","70","69","395,9","402,1925466","6,292546584","1240,354562","-1","-7804,988863"
"Agricultura Anual","Mariluz","102600000","364078","363737","82","52","378,4341431","387,2777778","8,84363471","536,370076","-30","-142303,8306"
"Pastagem/Campo","Mariluz","14928,08","363737","363737","82","52","378,4341431","387,2777778","8,84363471","536,370076","-30","-142303,8306"
"Floresta Nativa","Mariluz","220585,33","363977","363738","70","79","395,9","405,1666667","9,266666667","1263,311447","9","105360,1747"
"Pastagem/Campo","Mariluz","140939,49","363738","363738","70","79","395,9","405,1666667","9,266666667","1263,311447","9","105360,1747"
"Agricultura Anual","Mariluz","102600000","364078","363739","82","52","378,4341431","372,9073569","5,52678612","4853,661279","30","804754,4337"
"Pastagem/Campo","Mariluz","372041,29","363739","363739","82","52","378,4341431","372,9073569","5,52678612","4853,661279","30","804754,4337"
"Plantios Florestais","Mariluz","20966,76","363906","363739","36","52","393,0666667","372,9073569","20,15930972","15,82300355","-16","-5103,693268"
"Pastagem/Campo","Mariluz","372041,29","363739","363739","36","52","393,0666667","372,9073569","20,15930972","15,82300355","-16","-5103,693268"
"Várzea","Mariluz","431814,14","363985","363740","20","79","328,9648094","350,7751606","21,81035122","844,243278","59","1086381,302"
"Pastagem/Campo","Mariluz","563297,27","363740","363740","20","79","328,9648094","350,7751606","21,81035122","844,243278","59","1086381,302"
"Agricultura Anual","Mariluz","102600000","364078","363740","82","79","378,4341431","350,7751606","27,65898247","3778,952214","3","313565,9191"
"Pastagem/Campo","Mariluz","563297,27","363740","363740","82","79","378,4341431","350,7751606","27,65898247","3778,952214","3","313565,9191"
"Várzea","Mariluz","1132871,09","363984","363741","20","79","366,037422","399,8711656","33,83374361","161,1383979","59","321662,9991"
"Pastagem/Campo","Mariluz","171865,22","363741","363741","20","79","366,037422","399,8711656","33,83374361","161,1383979","59","321662,9991"
"Várzea","Mariluz","72627,1","363988","363742","20","79","394,0779221","412,4854749","18,40755278","152,1052213","59","165193,2084"
"Pastagem/Campo","Mariluz","2376342,34","363742","363742","20","79","394,0779221","412,4854749","18,40755278","152,1052213","59","165193,2084"
"Plantios Florestais","Mariluz","19140,58","363913","363742","73","79","384,75","412,4854749","27,73547486","370,4749701","6","61651,79532"
"Pastagem/Campo","Mariluz","2376342,34","363742","363742","73","79","384,75","412,4854749","27,73547486","370,4749701","6","61651,79532"
"Agricultura Anual","Mariluz","102600000","364078","363742","82","79","378,4341431","412,4854749","34,05133179","1128,233306","-3","-115253,5399"
"Pastagem/Campo","Mariluz","2376342,34","363742","363742","82","79","378,4341431","412,4854749","34,05133179","1128,233306","-3","-115253,5399"
"Floresta Nativa","Mariluz","4741979,16","363539","363742","70","79","369,3089872","412,4854749","43,17648762","1528,876913","9","594103,8161"
"Pastagem/Campo","Mariluz","2376342,34","363742","363742","70","79","369,3089872","412,4854749","43,17648762","1528,876913","9","594103,8161"
"Floresta Nativa","Mariluz","4741979,16","363539","363742","70","79","369,3089872","412,4854749","43,17648762","1528,876913","9","594103,8161"
"Pastagem/Campo","Mariluz","2376342,34","363742","363742","70","79","369,3089872","412,4854749","43,17648762","1528,876913","9","594103,8161"
"Agricultura Anual","Mariluz","102600000","364078","363743","82","79","378,4341431","384,3673913","5,933248236","449,3925184","-3","-7999,072101"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","82","79","378,4341431","384,3673913","5,933248236","449,3925184","-3","-7999,072101"
"Várzea","Mariluz","283856,53","364053","363743","20","79","374,5552326","384,3673913","9,812158746","330,582183","59","191379,7666"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","20","79","374,5552326","384,3673913","9,812158746","330,582183","59","191379,7666"
"Plantios Florestais","Mariluz","11452,51","363914","363743","73","79","373,7272727","384,3673913","10,64011858","284,0531231","6","18134,15347"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","73","79","373,7272727","384,3673913","10,64011858","284,0531231","6","18134,15347"
"Várzea","Mariluz","1132871,09","363984","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Várzea","Mariluz","1132871,09","363984","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Várzea","Mariluz","1132871,09","363984","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","20","79","366,037422","384,3673913","18,32996927","290,0983779","59","313732,1667"
"Plantios Florestais","Mariluz","14632,11","363915","363743","73","79","411,04","384,3673913","26,6726087","445,6156804","-6","-71314,39604"
"Pastagem/Campo","Mariluz","416890,87","363743","363743","73","79","411,04","384,3673913","26,6726087","445,6156804","-6","-71314,39604"
"Agricultura Anual","Mariluz","68869,31","364062","363744","82","79","395,2592593","399,630137","4,370877727","309,7911932","-3","-4062,17828"
"Pastagem/Campo","Mariluz","64289,01","363744","363744","82","79","395,2592593","399,630137","4,370877727","309,7911932","-3","-4062,17828"
"Agricultura Anual","Mariluz","102600000","364078","363744","82","79","378,4341431","399,630137","21,19599392","648,5900715","-3","-41242,53364"
"Pastagem/Campo","Mariluz","64289,01","363744","363744","82","79","378,4341431","399,630137","21,19599392","648,5900715","-3","-41242,53364"
"Floresta Nativa","Mariluz","1000604,2","363522","363744","70","79","367,8851149","399,630137","31,7450221","158,2707102","9","45218,76475"
"Pastagem/Campo","Mariluz","64289,01","363744","363744","70","79","367,8851149","399,630137","31,7450221","158,2707102","9","45218,76475"
"Várzea","Mariluz","72627,1","363988","363745","20","79","394,0779221","401,4676617","7,389739614","687,6623017","59","299817,0758"
"Pastagem/Campo","Mariluz","192102,3","363745","363745","20","79","394,0779221","401,4676617","7,389739614","687,6623017","59","299817,0758"
"Agricultura Anual","Mariluz","102600000","364078","363745","82","79","378,4341431","401,4676617","23,03351862","681,0466465","-3","-47060,70185"
"Pastagem/Campo","Mariluz","192102,3","363745","363745","82","79","378,4341431","401,4676617","23,03351862","681,0466465","-3","-47060,70185"
"Floresta Nativa","Mariluz","74450,72","363987","363746","30","79","397,5368421","413,3747368","15,83789474","486,6757654","49","377688,0577"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","30","79","397,5368421","413,3747368","15,83789474","486,6757654","49","377688,0577"
"Agricultura Anual","Mariluz","102600000","364078","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Agricultura Anual","Mariluz","102600000","364078","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Agricultura Anual","Mariluz","102600000","364078","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Agricultura Anual","Mariluz","102600000","364078","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Agricultura Anual","Mariluz","102600000","364078","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","82","79","378,4341431","413,3747368","34,94059377","4861,240509","-3","-509563,8896"
"Floresta Nativa","Mariluz","4741979,16","363539","363746","70","79","369,3089872","413,3747368","44,0657496","513,7891883","9","203764,5515"
"Pastagem/Campo","Mariluz","503551,92","363746","363746","70","79","369,3089872","413,3747368","44,0657496","513,7891883","9","203764,5515"
"Várzea","Mariluz","72627,1","363988","363747","20","79","394,0779221","417,7189189","23,64099684","584,0758487","59","814679,9824"
"Pastagem/Campo","Mariluz","206213,98","363747","363747","20","79","394,0779221","417,7189189","23,64099684","584,0758487","59","814679,9824"
"Agricultura Anual","Mariluz","102600000","364078","363747","82","79","378,4341431","417,7189189","39,28477585","2280,297751","-3","-268742,9581"
"Pastagem/Campo","Mariluz","206213,98","363747","363747","82","79","378,4341431","417,7189189","39,28477585","2280,297751","-3","-268742,9581"
"Plantios Florestais","Mariluz","31248,16","363899","363748","36","52","426,8536585","409,0633694","17,79028914","641,4187887","-16","-182576,4114"
"Pastagem/Campo","Mariluz","889440,29","363748","363748","36","52","426,8536585","409,0633694","17,79028914","641,4187887","-16","-182576,4114"
"Floresta Nativa","Mariluz","903045,83","363538","363748","70","52","368,2514286","409,0633694","40,81194083","494,2048522","18","363050,2653"
"Pastagem/Campo","Mariluz","889440,29","363748","363748","70","52","368,2514286","409,0633694","40,81194083","494,2048522","18","363050,2653"
"Várzea","Mariluz","85598,92","363993","363750","20","52","406,6105263","411,9472362","5,336709865","137,6281355","32","23503,40572"
"Pastagem/Campo","Mariluz","431356,95","363750","363750","20","52","406,6105263","411,9472362","5,336709865","137,6281355","32","23503,40572"
"Plantios Florestais","Mariluz","14367,57","363902","363750","36","52","406,5454545","411,9472362","5,401781636","182,1487479","16","15742,84418"
"Pastagem/Campo","Mariluz","431356,95","363750","363750","36","52","406,5454545","411,9472362","5,401781636","182,1487479","16","15742,84418"
"Agricultura Anual","Mariluz","24714,2","364059","363750","60","52","403,9615385","411,9472362","7,985697719","185,596369","-8","-11856,93201"
"Pastagem/Campo","Mariluz","431356,95","363750","363750","60","52","403,9615385","411,9472362","7,985697719","185,596369","-8","-11856,93201"
"Agricultura Anual","Mariluz","28001,66","364057","363750","60","52","397,9333333","411,9472362","14,01390285","78,30686511","-8","-8779,0784"
"Pastagem/Campo","Mariluz","431356,95","363750","363750","60","52","397,9333333","411,9472362","14,01390285","78,30686511","-8","-8779,0784"
"Agricultura Anual","Mariluz","35985,19","364061","363750","60","52","433,7105263","411,9472362","21,76329013","456,9061421","8","79550,24749"
"Pastagem/Campo","Mariluz","431356,95","363750","363750","60","52","433,7105263","411,9472362","21,76329013","456,9061421","8","79550,24749"
"Floresta Nativa","Mariluz","4741979,16","363539","363751","70","69","369,3089872","378,6854991","9,376511819","2168,820566","-1","-20335,97167"
"Pastagem/Campo","Mariluz","1391411,1","363751","363751","70","69","369,3089872","378,6854991","9,376511819","2168,820566","-1","-20335,97167"
"Agricultura Anual","Mariluz","3493463,2","363244","363753","82","79","359,7826087","366,708279","6,925670352","15618,68714","-3","-324509,6354"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","359,7826087","366,708279","6,925670352","15618,68714","-3","-324509,6354"
"Plantios Florestais","Mariluz","51517,86","363901","363753","73","79","359,4054054","366,708279","7,302873643","278,9793178","6","12224,10424"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","73","79","359,4054054","366,708279","7,302873643","278,9793178","6","12224,10424"
"Várzea","Mariluz","87617,66","363974","363753","20","79","378,0747664","366,708279","11,36648731","2119,681631","-59","-1421506,727"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","20","79","378,0747664","366,708279","11,36648731","2119,681631","-59","-1421506,727"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","102600000","364078","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","378,4341431","366,708279","11,72586402","29399,00209","3","1034186,103"
"Agricultura Anual","Mariluz","34687,52","364058","363753","82","79","380,6976744","366,708279","13,98939537","436,6056269","3","18323,54621"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","380,6976744","366,708279","13,98939537","436,6056269","3","18323,54621"
"Várzea","Mariluz","151157,86","363972","363753","20","79","334,6884422","366,708279","32,01983684","795,7987342","59","1503399,392"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","20","79","334,6884422","366,708279","32,01983684","795,7987342","59","1503399,392"
"Várzea","Mariluz","151157,86","363972","363753","20","79","334,6884422","366,708279","32,01983684","795,7987342","59","1503399,392"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","20","79","334,6884422","366,708279","32,01983684","795,7987342","59","1503399,392"
"Agricultura Anual","Mariluz","63025,05","363236","363753","82","79","405,0547945","366,708279","38,34651547","2042,702689","3","234991,5908"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","405,0547945","366,708279","38,34651547","2042,702689","3","234991,5908"
"Agricultura Anual","Mariluz","63025,05","363236","363753","82","79","405,0547945","366,708279","38,34651547","2042,702689","3","234991,5908"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","82","79","405,0547945","366,708279","38,34651547","2042,702689","3","234991,5908"
"Floresta Nativa","Mariluz","1162071,14","363366","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Floresta Nativa","Mariluz","1162071,14","363366","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
"Pastagem/Campo","Mariluz","9323563,05","363753","363753","70","79","326,4653349","366,708279","40,24294415","884,3786591","9","320310,0089"
